urn,attainment8,progress8,ebacc_aps,eng_maths_5plus_pct
131310,55.5,0.44,4.97,64.0
131330,22.4,,1.15,44.0
131342,17.1,,1.46,48.0
131353,8.5,,0.73,0.0
131355,52.2,,5.1,30.0
131356,,,,
131379,,,,
131388,58.3,,5.55,79.0
131389,58.5,,5.63,78.0
131395,2.3,,0.15,0.0
131403,54.7,,5.55,61.0
131411,2.5,,0.06,0.0
131422,,,,
131425,,,,
131455,16.3,,1.33,11.0
131462,,,,
131479,,,,
131504,,,,
131512,44.3,-0.16,3.99,40.0
131526,6.2,,0.65,5.0
131530,5.1,-1.18,0.31,0.0
131531,,,,
131536,,,,
131544,,,,
131547,39.4,-0.64,3.28,22.0
131551,8.7,,0.87,10.0
131552,12.2,-1.29,0.35,0.0
131556,,,,
131559,,,,
131574,6.3,-1.6,0.42,0.0
131575,,,,
131609,52.7,0.48,4.81,58.0
131611,15.6,,1.33,8.0
131675,19.8,,1.53,0.0
131687,46.5,,4.13,50.0
131690,39.7,-0.25,3.25,33.0
131695,23.9,,2.53,0.0
131697,3.6,-2.29,0.17,0.0
131715,2.5,,0.11,5.0
131726,45.7,-0.13,3.77,48.0
131743,,,,
131745,59.9,,6.05,79.0
131747,51.8,0.52,4.97,49.0
131748,,,,
131749,41.8,-0.18,3.7,44.0
131751,,,,
131752,47.1,0.08,4.35,49.0
131757,38.9,-0.09,3.5,29.0
131780,,,,
131792,,,,
131802,2.8,,0.17,0.0
131830,33.9,,1.96,18.0
131838,,,,
131859,12.8,-2.88,1.19,9.0
131880,49.1,0.12,4.06,47.0
131885,7.6,-2.29,0.37,0.0
131889,4.7,-2.19,0.42,0.0
131895,34.3,-0.78,2.95,28.0
131896,33.6,-0.42,2.91,22.0
131897,49.9,0.37,4.43,45.0
131905,7.2,-2.55,0.32,0.0
131940,5.5,,0.39,9.0
131945,42.3,-0.26,3.48,27.0
131960,6.4,,0.33,0.0
131969,45.9,0.19,4.03,40.0
131975,21.8,,1.63,0.0
131976,,,,
131979,72.3,,6.12,100.0
131987,,,,
132003,,,,
132048,35.1,,3.21,0.0
132051,,,,
132058,48.5,-0.26,3.99,40.0
132066,,,,
132069,,,,
132097,7.8,,0.67,0.0
132119,44.6,,3.78,54.0
132120,,,,
132148,,,,
132217,39.0,-0.64,3.33,27.0
132231,,,,
132233,,,,
132237,29.8,,1.42,0.0
132256,54.0,0.52,4.97,58.0
132268,44.4,-0.1,3.78,41.0
132711,53.5,0.58,5.09,58.0
132727,51.3,0.49,4.23,53.0
132732,0.9,,0.05,0.0
132735,,,,
132736,27.0,,2.57,34.0
132743,3.4,,0.2,0.0
132749,56.8,,5.42,58.0
132750,52.5,,4.13,56.0
132771,3.5,-2.95,0.33,0.0
132772,8.7,,0.81,0.0
132788,1.2,,0.0,0.0
132797,48.5,,4.71,43.0
132848,57.5,,5.37,74.0
132855,6.8,,0.67,0.0
132905,,,,
133114,44.2,0.23,3.6,44.0
133285,46.5,,3.88,52.0
133289,43.5,-0.53,3.73,47.0
133307,49.4,,4.65,59.0
133309,,,,
133317,,,,
133349,56.9,,5.44,71.0
133386,42.4,0.27,3.78,32.0
133392,,,,
133405,52.9,0.5,4.85,60.0
133429,,,,
133430,,,,
133432,5.3,-2.17,0.15,0.0
133439,,,,
133441,6.7,-1.47,0.4,0.0
133442,,,,
133443,48.1,,4.72,0.0
133444,25.9,,1.85,32.0
133477,5.1,,0.25,0.0
133478,7.0,,0.48,0.0
133485,,,,
133522,1.4,,0.07,0.0
133527,,,,
133528,3.2,,0.07,0.0
133539,15.0,,1.31,0.0
133540,10.9,,0.91,11.0
133541,51.1,,5.02,89.0
133561,48.6,0.26,3.95,47.0
133570,,,,
133580,39.5,-0.25,3.26,32.0
133581,6.3,-2.0,0.69,0.0
133599,59.5,1.65,4.53,73.0
133651,,,,
133653,2.3,-1.72,0.14,0.0
133697,40.4,-0.43,3.52,27.0
133719,,,,
133724,64.5,1.2,5.93,82.0
133725,44.0,-0.21,3.55,29.0
133743,8.1,-2.36,0.9,10.0
133748,,,,
133768,35.7,-0.57,2.58,13.0
133779,,,,
133989,1.4,,0.07,0.0
134000,0.9,,0.04,0.0
134003,42.9,0.66,3.85,35.0
134034,62.9,,5.99,84.0
134042,47.5,0.05,4.05,45.0
134064,3.1,,0.14,7.0
134087,25.8,,1.28,8.0
134137,9.1,,0.58,0.0
134140,60.5,,6.04,73.0
134148,,,,
134179,6.4,,0.63,0.0
134186,,,,
134190,,,,
134191,7.0,,0.22,0.0
134195,55.0,0.27,5.26,77.0
134222,51.1,-0.01,4.65,57.0
134223,45.3,-0.28,4.01,42.0
134224,44.6,0.16,4.02,38.0
134225,41.4,0.15,3.99,37.0
134226,41.1,0.15,3.67,34.0
134253,39.9,-0.14,3.66,31.0
134283,47.7,0.02,4.33,51.0
134294,,,,
134297,,,,
134311,38.0,-0.3,3.73,29.0
134314,54.9,0.08,5.03,62.0
134315,,,,
134369,44.8,-0.04,3.89,34.0
134388,8.2,,0.8,0.0
134395,,,,
134398,,,,
134402,3.8,,0.22,0.0
134417,64.1,,6.1,71.0
134424,,,,
134429,43.7,,3.29,53.0
134438,1.7,,0.08,0.0
134440,3.6,,0.19,0.0
134452,52.8,,4.71,36.0
134455,68.8,,6.58,88.0
134460,56.4,,5.29,64.0
134463,58.3,,5.13,63.0
134464,62.5,,5.6,79.0
134467,54.0,,4.64,33.0
134469,53.5,,4.93,50.0
134480,59.0,,5.3,67.0
134493,55.2,,5.26,56.0
134503,60.0,,5.66,62.0
134533,11.7,-1.42,0.46,0.0
134562,60.2,,5.61,59.0
134571,35.0,,3.01,21.0
134575,49.1,,4.53,69.0
134580,,,,
134582,22.6,,0.66,0.0
134585,63.5,,6.06,78.0
134587,55.4,,4.6,60.0
134589,50.2,,4.78,45.0
134595,18.9,,1.64,14.0
134605,,,,
134625,5.8,-1.84,0.38,0.0
134627,31.8,,2.78,26.0
134634,,,,
134640,3.9,-1.34,0.34,0.0
134646,44.3,-0.2,3.79,36.0
134658,5.5,-1.47,0.41,0.0
134660,1.5,,0.06,0.0
134662,3.0,-1.64,0.22,2.0
134693,63.6,1.24,6.25,74.0
134727,0.4,-1.57,0.0,0.0
134764,65.0,,6.28,76.0
134769,55.4,,4.47,50.0
134770,60.4,,5.88,57.0
134781,,,,
134783,,,,
134798,54.7,1.06,5.18,65.0
134805,39.4,,3.51,27.0
134807,40.4,,3.81,41.0
134809,56.7,,5.27,80.0
134810,63.4,,6.32,89.0
134813,4.7,-2.65,0.24,0.0
134814,53.1,1.0,4.56,60.0
134815,49.1,0.58,4.36,50.0
134833,18.5,,1.93,0.0
134884,1.2,-1.48,0.06,0.0
134887,57.8,,5.31,85.0
134888,,,,
134889,2.0,-1.64,0.1,0.0
134893,,,,
134902,,,,
134908,13.8,,0.68,0.0
134909,,,,
134911,1.3,,0.11,0.0
134937,,,,
134938,6.4,,0.35,0.0
134940,,,,
134971,17.7,-1.68,1.44,17.0
134972,1.5,-1.53,0.03,0.0
134982,,,,
134989,40.1,0.03,3.5,26.0
134993,47.9,0.01,4.17,47.0
134994,37.9,-0.46,3.25,42.0
134996,41.3,-0.14,3.84,33.0
135001,,,,
135003,39.6,-0.3,3.47,29.0
135004,34.8,-0.74,2.86,19.0
135007,42.4,-0.34,3.53,30.0
135013,,,,
135015,0.4,-1.56,0.03,0.0
135018,,,,
135027,,,,
135035,42.5,-0.31,3.64,41.0
135061,45.2,-0.02,4.23,49.0
135065,3.7,,0.12,0.0
135066,8.3,,0.43,0.0
135070,44.7,0.1,4.2,37.0
135071,45.4,0.01,4.12,46.0
135072,12.5,,1.06,17.0
135073,51.2,0.19,4.76,53.0
135074,32.2,,2.99,20.0
135090,43.7,,3.75,55.0
135092,0.5,,0.04,0.0
135105,,,,
135111,,,,
135113,,,,
135120,54.5,0.4,4.98,62.0
135122,36.4,-0.74,3.0,26.0
135149,51.8,0.17,4.55,54.0
135155,62.5,,5.83,67.0
135168,3.0,,0.16,0.0
135170,47.0,0.37,3.9,41.0
135174,54.7,0.11,4.74,55.0
135175,,,,
135176,41.2,-0.17,3.57,32.0
135180,,,,
135185,26.0,,1.1,29.0
135187,,,,
135198,,,,
135199,20.2,-1.2,1.86,7.0
135202,0.2,-1.59,0.02,0.0
135208,1.4,,0.06,0.0
135209,39.0,-0.48,3.34,24.0
135216,0.9,,0.05,0.0
135217,7.8,,0.45,17.0
135229,1.0,-1.92,0.05,0.0
135232,,,,
135234,44.4,-0.13,3.78,40.0
135240,0.8,,0.06,0.0
135241,,,,
135242,58.2,1.09,5.51,69.0
135247,9.4,,0.88,8.0
135249,44.4,0.03,3.94,35.0
135250,,,,
135252,,,,
135259,,,,
135262,41.4,-0.37,3.81,36.0
135263,39.3,-0.05,3.11,30.0
135264,48.7,0.35,4.43,54.0
135287,,,,
135290,37.6,-0.1,3.02,23.0
135292,,,,
135294,35.3,-0.68,3.08,21.0
135295,47.9,0.23,3.84,48.0
135296,52.2,0.21,4.61,56.0
135297,44.6,0.01,3.63,41.0
135300,46.9,0.26,3.97,42.0
135305,33.7,-0.93,2.8,17.0
135306,40.3,0.0,3.53,40.0
135311,48.3,-0.1,4.47,46.0
135313,37.5,-0.69,3.06,25.0
135314,42.7,-0.13,3.43,36.0
135315,44.1,0.12,4.02,46.0
135316,63.3,1.09,6.17,79.0
135317,52.6,0.57,4.94,57.0
135335,39.5,-0.22,3.34,32.0
135337,44.7,-0.24,3.87,47.0
135338,37.0,-0.42,3.15,26.0
135345,10.3,-1.97,0.91,3.0
135346,,,,
135364,46.9,0.45,4.25,51.0
135365,43.9,0.14,4.01,45.0
135367,33.8,-0.92,2.87,22.0
135371,38.7,-0.46,3.27,30.0
135372,34.7,-0.66,2.88,22.0
135373,6.8,,0.44,0.0
135380,,,,
135386,2.5,-1.49,0.11,0.0
135389,38.7,-0.38,3.45,35.0
135393,,,,
135404,8.7,,0.53,0.0
135405,,,,
135407,,,,
135410,0.6,,0.02,0.0
135419,25.3,,1.97,27.0
135422,,,,
135423,31.9,-0.68,2.65,19.0
135424,0.7,,0.04,0.0
135438,6.1,,0.66,0.0
135445,,,,
135449,45.5,-0.15,4.02,48.0
135453,,,,
135461,2.9,-2.59,0.07,0.0
135479,40.3,-0.39,3.19,25.0
135483,36.6,,2.98,28.0
135486,,,,
135493,6.0,,0.48,0.0
135507,63.3,1.0,5.9,82.0
135508,36.3,-0.66,3.07,27.0
135510,,,,
135511,5.4,,0.19,0.0
135526,,,,
135530,8.4,,0.45,0.0
135531,53.1,0.38,4.65,61.0
135534,,,,
135541,5.2,,0.26,0.0
135547,,,,
135552,41.0,-0.49,3.4,29.0
135555,,,,
135557,3.9,,0.2,0.0
135561,7.7,,0.47,5.0
135563,37.7,-0.35,3.1,24.0
135564,40.0,-0.33,3.35,30.0
135565,55.6,0.25,5.36,60.0
135573,,,,
135575,54.9,0.41,4.82,61.0
135576,,,,
135580,35.8,-0.79,2.96,26.0
135581,57.5,0.41,5.37,65.0
135582,34.5,-0.89,2.87,24.0
135583,39.8,-0.26,3.38,29.0
135584,47.8,0.31,4.47,44.0
135587,47.6,-0.14,4.36,48.0
135597,29.3,-1.23,2.27,16.0
135598,29.3,-1.43,2.5,14.0
135599,35.6,-0.86,2.78,23.0
135600,54.5,0.59,5.17,61.0
135604,,,,
135608,,,,
135616,,,,
135619,41.3,-0.35,3.62,39.0
135620,44.0,0.04,3.63,30.0
135621,40.5,-0.38,3.6,35.0
135623,,,,
135628,39.5,-1.0,3.44,24.0
135629,36.9,-0.38,3.11,34.0
135630,38.8,-0.52,3.35,29.0
135631,51.0,0.27,4.17,57.0
135632,43.7,-0.37,3.94,35.0
135633,,,,
135649,40.6,-0.4,3.54,30.0
135650,35.3,-0.58,3.09,22.0
135651,44.2,-0.18,3.52,39.0
135652,50.6,0.25,4.41,54.0
135653,43.3,-0.36,3.8,39.0
135654,46.1,-0.11,4.21,50.0
135661,40.7,-0.28,3.43,30.0
135662,35.0,-0.97,2.71,28.0
135663,39.7,-0.54,3.35,31.0
135665,39.0,-0.28,3.37,29.0
135670,8.3,,0.65,5.0
135671,37.4,-0.93,3.2,25.0
135672,46.8,2.18,4.11,40.0
135673,,,,
135674,41.2,-0.18,3.28,34.0
135676,50.7,0.3,4.89,49.0
135677,47.7,0.18,4.18,39.0
135683,,,,
135687,23.0,,1.79,36.0
135688,,,,
135691,,,,
135721,29.1,-1.34,2.19,10.0
135729,16.0,,1.95,0.0
135735,,,,
135744,41.2,-0.3,3.96,38.0
135745,33.8,-0.85,2.78,20.0
135747,58.8,0.72,4.7,72.0
135749,0.2,,0.03,0.0
135753,2.3,,0.1,0.0
135754,,,,
135760,51.2,0.54,4.63,57.0
135761,37.7,-0.36,2.98,27.0
135762,43.7,-0.1,3.7,38.0
135769,38.8,-0.46,3.2,22.0
135770,45.7,0.25,3.91,41.0
135771,20.8,-2.16,1.6,8.0
135773,,,,
135785,,,,
135791,,,,
135792,33.7,,2.58,19.0
135794,3.1,,0.12,0.0
135801,4.7,,0.42,0.0
135803,,,,
135804,40.6,-0.21,3.32,27.0
135805,,,,
135814,,,,
135815,,,,
135816,53.6,0.73,4.7,54.0
135818,40.4,-0.9,3.69,37.0
135822,48.9,,5.17,72.0
135823,,,,
135826,30.7,-0.78,2.23,16.0
135827,8.0,-2.64,0.58,0.0
135834,6.0,,0.39,0.0
135835,52.3,0.31,4.81,55.0
135837,,,,
135839,,,,
135843,45.7,-0.01,4.48,41.0
135849,21.3,,2.03,24.0
135859,5.8,,0.56,0.0
135864,48.4,0.37,4.4,53.0
135866,42.8,-0.06,3.68,36.0
135874,35.9,-0.99,2.98,23.0
135876,38.7,-0.44,3.5,34.0
135877,51.3,0.63,4.37,50.0
135878,38.4,-0.5,3.4,40.0
135879,43.9,0.22,3.39,33.0
135881,40.6,-0.59,3.33,32.0
135882,46.8,,4.18,55.0
135886,39.7,-0.97,3.06,34.0
135888,39.5,-0.24,3.6,33.0
135897,29.4,-1.25,2.41,23.0
135901,33.6,,3.16,26.0
135904,34.0,-0.7,2.79,19.0
135907,48.3,0.37,3.97,58.0
135911,37.7,-0.38,3.09,34.0
135913,45.2,-0.35,3.9,47.0
135930,5.6,,0.12,0.0
135934,37.4,-0.32,3.32,26.0
135935,39.0,-0.25,3.2,35.0
135936,35.2,-0.54,2.9,23.0
135940,41.2,-0.26,3.28,31.0
135942,46.9,0.58,3.93,38.0
135945,41.7,-0.51,3.36,30.0
135946,32.8,-1.14,2.93,25.0
135951,44.6,0.04,3.74,38.0
135955,43.9,-0.04,4.18,44.0
135956,46.3,0.07,3.76,36.0
135957,30.3,-0.91,2.37,17.0
135958,44.0,0.38,4.23,40.0
135959,45.4,0.31,4.14,36.0
135960,31.1,-1.12,2.27,17.0
135961,49.4,0.06,4.34,56.0
135962,52.2,0.54,4.79,62.0
135963,39.7,-0.03,3.31,31.0
135964,36.9,-0.39,3.09,17.0
135965,33.6,-0.7,2.9,26.0
135966,53.0,0.58,4.91,53.0
135967,40.0,-0.04,3.64,29.0
135968,44.6,-0.24,4.24,37.0
135970,46.0,0.33,3.93,41.0
135971,44.5,-0.26,3.47,33.0
135973,43.2,0.44,3.69,38.0
135975,,,,
135979,43.2,-0.18,3.7,39.0
135980,48.2,0.4,4.09,41.0
135987,,,,
135990,,,,
135995,,,,
136000,8.0,,0.67,0.0
136003,2.4,,0.24,0.0
136010,35.5,-0.62,2.88,23.0
136012,35.6,-0.32,2.76,19.0
136013,37.4,-0.3,3.01,28.0
136015,59.6,,6.55,81.0
136016,44.1,0.31,3.65,40.0
136019,6.4,,0.48,0.0
136023,56.5,,4.61,64.0
136027,41.9,-0.15,3.54,30.0
136028,43.1,-0.36,3.85,44.0
136032,38.1,-0.69,3.16,34.0
136039,3.9,,0.4,0.0
136042,42.5,-0.17,3.42,36.0
136044,40.5,-0.28,3.65,28.0
136046,52.5,,5.33,47.0
136047,8.2,,0.86,0.0
136052,1.3,,0.05,0.0
136069,,,,
136083,11.6,,0.8,0.0
136085,38.8,0.0,3.39,29.0
136086,7.7,,0.0,0.0
136088,3.1,,0.14,0.0
136090,39.8,-0.65,3.3,26.0
136091,42.2,-0.16,3.51,35.0
136092,3.7,,0.1,0.0
136094,47.9,0.3,4.2,37.0
136100,4.2,,0.33,0.0
136102,44.2,0.05,3.42,36.0
136105,51.3,0.69,4.5,53.0
136106,35.2,-0.52,2.88,21.0
136107,34.6,-0.65,2.71,16.0
136108,33.7,-0.59,2.77,22.0
136110,20.5,,1.64,7.0
136112,9.8,,0.62,18.0
136114,0.8,-1.68,0.06,0.0
136115,46.1,0.54,4.06,41.0
136117,21.8,,2.38,0.0
136119,30.6,-0.84,2.35,18.0
136120,45.3,0.11,4.01,41.0
136122,,,,
136123,49.3,,4.55,44.0
136125,43.8,0.06,3.6,39.0
136126,40.8,-0.16,3.64,40.0
136127,38.8,-0.44,3.37,36.0
136128,42.8,-0.44,3.91,35.0
136135,48.1,0.24,4.32,50.0
136136,42.0,-0.4,3.66,39.0
136137,45.2,-0.21,4.08,37.0
136141,43.1,-0.08,3.54,39.0
136142,36.8,-0.31,2.96,26.0
136143,45.2,,4.2,65.0
136145,41.3,-0.29,3.39,37.0
136146,46.1,0.07,4.11,51.0
136147,39.4,-0.19,3.55,41.0
136152,47.2,0.2,3.94,41.0
136156,30.4,-1.28,2.4,11.0
136158,36.4,-0.46,3.04,22.0
136164,36.2,-0.5,3.29,26.0
136172,53.7,0.09,5.11,57.0
136174,42.1,-0.22,3.45,31.0
136175,26.7,-1.3,2.04,4.0
136177,50.0,0.48,4.23,46.0
136183,32.2,-0.69,2.68,12.0
136184,33.2,-0.85,2.84,21.0
136185,38.7,-0.63,2.93,23.0
136186,48.0,0.31,3.87,42.0
136187,43.6,0.09,3.63,39.0
136189,51.1,,4.54,63.0
136192,39.6,-0.8,3.25,28.0
136193,33.2,-1.01,2.7,23.0
136194,43.7,0.15,3.56,32.0
136195,36.9,-0.56,2.99,22.0
136197,35.1,-0.45,2.8,20.0
136198,39.2,-0.13,3.01,26.0
136200,39.1,-0.39,3.15,22.0
136201,42.0,-0.15,3.75,36.0
136202,36.2,-0.49,3.4,30.0
136203,41.5,-0.56,3.78,43.0
136204,42.0,0.31,3.76,38.0
136205,44.0,0.11,3.75,42.0
136206,34.7,-0.59,2.81,17.0
136208,55.7,0.34,5.14,65.0
136213,44.8,0.18,3.9,42.0
136217,32.8,-0.57,2.26,11.0
136220,,,,
136227,7.3,,0.28,0.0
136228,16.8,,0.81,0.0
136236,,,,
136237,1.3,,0.07,0.0
136244,,,,
136245,2.1,,0.1,0.0
136252,,,,
136257,,,,
136258,14.4,,0.98,0.0
136259,1.5,,0.08,0.0
136260,,,,
136261,48.2,0.28,4.46,49.0
136262,0.0,,0.0,0.0
136263,10.0,,0.92,0.0
136265,9.3,,0.56,0.0
136266,47.5,0.19,3.85,41.0
136267,53.9,0.6,4.66,56.0
136268,47.2,-0.03,4.13,38.0
136271,52.5,0.3,4.91,60.0
136272,78.2,0.9,7.65,99.0
136273,46.2,-0.08,3.86,45.0
136276,68.8,0.75,6.75,91.0
136277,49.7,-0.07,4.52,55.0
136278,53.9,0.45,4.54,58.0
136279,50.7,0.0,4.41,64.0
136281,29.3,-1.27,2.56,14.0
136283,77.1,0.78,6.67,97.0
136286,44.5,0.02,3.66,45.0
136287,57.9,0.91,4.95,71.0
136289,67.6,0.7,6.36,86.0
136290,85.5,1.0,8.5,100.0
136291,50.6,0.03,4.66,54.0
136292,56.9,0.67,5.03,62.0
136294,45.9,-0.14,3.9,47.0
136295,45.0,-0.11,3.66,38.0
136296,51.2,0.2,4.48,52.0
136297,72.7,0.43,7.03,97.0
136298,62.3,0.83,5.73,78.0
136299,59.1,0.57,5.44,78.0
136301,44.4,-0.15,3.69,35.0
136302,38.7,-0.55,3.05,31.0
136304,41.4,-0.08,3.37,32.0
136305,57.7,-0.25,5.39,64.0
136306,75.3,0.84,6.8,99.0
136307,53.4,0.07,4.8,57.0
136308,61.3,0.89,5.83,77.0
136309,59.5,0.1,5.48,67.0
136310,58.2,0.48,5.47,71.0
136311,45.8,0.28,3.93,43.0
136313,71.6,0.83,6.9,99.0
136315,60.2,0.36,5.61,68.0
136317,37.5,-0.7,3.08,25.0
136319,52.2,0.75,4.78,48.0
136321,66.2,0.23,6.04,89.0
136322,44.6,-0.23,3.81,40.0
136323,52.8,0.28,4.79,58.0
136324,37.7,-0.67,2.94,21.0
136327,50.5,0.41,4.64,48.0
136329,56.5,0.74,5.35,67.0
136331,46.7,-0.1,4.06,43.0
136333,57.0,0.61,4.92,64.0
136334,73.0,0.63,6.61,99.0
136335,51.8,0.16,4.63,57.0
136336,48.1,-0.15,4.14,52.0
136337,63.3,0.54,5.95,84.0
136340,55.2,0.43,4.84,57.0
136341,53.2,0.64,4.94,63.0
136342,37.9,-0.39,3.21,27.0
136343,50.7,0.26,4.75,59.0
136347,45.8,-0.19,3.79,47.0
136349,43.8,0.16,3.44,42.0
136350,69.2,0.55,6.77,91.0
136352,55.5,0.44,5.19,64.0
136353,82.5,0.9,7.98,99.0
136355,48.7,-0.19,4.53,49.0
136357,57.9,0.43,5.13,63.0
136358,47.2,0.08,4.2,44.0
136359,78.2,1.12,7.79,98.0
136361,48.4,0.19,4.42,43.0
136366,79.7,0.98,7.69,99.0
136367,50.8,0.03,4.46,59.0
136368,69.5,0.26,6.24,90.0
136369,74.0,0.62,7.32,98.0
136373,2.7,,0.11,0.0
136377,51.4,0.13,4.72,54.0
136378,43.5,-0.34,3.64,38.0
136379,69.7,0.71,6.55,91.0
136381,71.6,0.54,6.66,94.0
136382,60.9,0.12,5.89,81.0
136383,37.0,-0.61,2.88,23.0
136386,51.6,0.17,4.38,51.0
136388,69.7,0.62,6.02,90.0
136389,52.6,0.08,4.46,57.0
136390,72.5,0.37,6.71,98.0
136391,73.2,0.61,6.56,97.0
136392,58.2,0.83,5.21,65.0
136394,42.8,0.2,4.05,39.0
136396,52.5,-0.1,4.82,63.0
136398,64.2,0.64,5.56,79.0
136399,46.1,-0.12,4.13,43.0
136400,32.4,-1.08,2.6,28.0
136401,30.3,-1.48,2.54,15.0
136405,52.5,0.02,4.54,48.0
136406,44.8,-0.01,3.95,41.0
136409,21.6,-1.8,1.92,7.0
136411,32.4,-0.64,2.71,17.0
136412,82.4,0.9,8.13,100.0
136414,44.8,-0.06,3.97,47.0
136415,53.8,0.52,4.41,63.0
136416,55.6,0.71,4.6,61.0
136417,77.3,0.76,7.65,98.0
136418,54.5,0.69,4.9,62.0
136419,77.5,1.19,7.4,99.0
136420,75.9,0.56,7.36,97.0
136421,41.0,-0.28,3.49,31.0
136423,,,,
136432,44.8,-0.27,3.84,41.0
136442,50.9,0.1,4.66,55.0
136443,75.3,0.67,6.82,99.0
136444,73.4,0.49,6.89,97.0
136448,84.3,1.06,8.29,100.0
136449,82.2,0.97,8.11,99.0
136450,49.8,0.37,4.46,59.0
136451,56.1,0.69,4.99,58.0
136453,34.7,-0.44,3.02,30.0
136454,56.1,0.39,4.74,66.0
136455,70.4,0.83,6.4,95.0
136456,43.4,0.01,3.81,29.0
136458,80.1,1.14,7.48,99.0
136459,47.0,-0.11,4.13,45.0
136460,64.5,0.67,6.19,79.0
136462,50.1,0.08,4.21,56.0
136463,56.0,0.47,5.13,59.0
136464,46.2,-0.34,4.19,44.0
136465,41.0,-0.94,2.95,31.0
136466,42.2,-0.69,3.59,37.0
136467,49.1,0.0,4.41,56.0
136468,54.0,0.12,5.04,63.0
136469,51.2,0.48,4.68,56.0
136470,47.4,0.09,4.01,43.0
136471,47.5,0.31,4.2,49.0
136474,60.2,0.7,5.39,78.0
136479,44.6,0.62,3.88,47.0
136481,53.9,0.34,5.11,57.0
136482,64.6,0.51,6.45,75.0
136483,47.0,0.06,4.17,45.0
136484,76.0,0.96,7.39,99.0
136488,54.3,0.21,4.85,68.0
136489,49.4,0.0,4.41,54.0
136490,78.5,0.89,7.61,99.0
136491,43.1,0.16,3.68,34.0
136494,44.9,-0.27,4.1,38.0
136495,43.6,-0.42,3.82,42.0
136496,69.1,0.36,5.94,96.0
136497,57.0,0.48,5.33,67.0
136498,74.2,0.67,6.95,95.0
136500,71.9,0.55,6.57,94.0
136501,60.0,-0.24,5.64,78.0
136502,40.9,0.14,3.37,37.0
136505,56.3,0.34,5.22,67.0
136506,70.2,0.5,6.84,94.0
136510,8.4,,0.19,13.0
136515,44.1,-0.06,3.95,39.0
136516,77.5,0.79,7.57,99.0
136517,49.4,-0.09,4.59,55.0
136519,49.6,-0.19,4.11,48.0
136521,78.3,0.83,7.38,98.0
136522,51.7,0.55,4.91,62.0
136524,44.5,-0.24,3.48,37.0
136525,49.6,-0.29,4.03,55.0
136526,50.5,0.33,4.42,55.0
136527,49.3,0.34,4.4,47.0
136529,39.3,-0.59,3.22,28.0
136530,52.5,0.45,4.82,57.0
136531,62.5,0.4,5.59,79.0
136533,47.5,0.05,3.95,44.0
136534,54.3,0.28,5.01,62.0
136537,38.5,-0.54,3.25,30.0
136538,40.7,-0.66,3.7,38.0
136540,46.5,-0.29,3.99,46.0
136543,51.9,0.42,4.37,48.0
136544,48.3,-0.04,4.28,53.0
136545,45.5,-0.19,3.94,43.0
136548,53.3,0.5,4.53,56.0
136551,81.5,1.13,7.6,100.0
136552,54.3,0.88,5.0,69.0
136554,71.4,0.64,6.81,90.0
136555,44.4,-0.24,3.62,41.0
136556,43.2,-0.21,3.47,34.0
136557,50.0,0.13,4.69,57.0
136558,45.1,0.01,4.04,40.0
136559,47.5,0.09,3.99,51.0
136567,45.3,-0.03,3.77,50.0
136568,45.1,-0.15,4.03,39.0
136569,47.5,0.12,4.06,54.0
136570,62.7,0.13,5.83,87.0
136571,33.5,-0.4,2.64,25.0
136572,50.4,0.41,4.23,44.0
136573,53.4,0.54,4.76,54.0
136574,46.2,0.18,3.92,45.0
136575,40.4,-0.45,3.34,34.0
136576,41.7,-0.42,3.36,28.0
136577,51.8,0.15,4.58,55.0
136578,70.3,0.57,6.21,96.0
136579,47.0,-0.28,4.04,47.0
136580,53.8,0.54,4.88,59.0
136581,38.9,-0.42,3.31,26.0
136582,66.0,0.52,6.39,87.0
136583,40.7,-0.15,3.66,28.0
136584,42.6,-0.16,3.39,29.0
136585,69.2,0.67,6.16,94.0
136586,54.8,0.24,5.12,64.0
136587,51.7,-0.02,4.98,59.0
136588,73.4,0.5,6.91,98.0
136589,40.1,-0.4,3.46,32.0
136590,58.1,0.67,5.52,63.0
136592,55.8,0.94,5.11,64.0
136593,56.7,0.66,5.13,64.0
136594,57.9,0.06,5.02,82.0
136595,76.6,0.8,7.27,98.0
136600,62.5,0.54,5.78,79.0
136603,58.2,0.95,5.41,68.0
136604,42.7,-0.31,3.47,40.0
136605,38.7,-0.66,3.06,27.0
136606,61.6,0.55,5.78,80.0
136607,41.4,-0.59,3.5,39.0
136608,47.8,0.0,4.34,47.0
136609,61.2,0.83,5.54,75.0
136610,55.0,0.83,4.75,58.0
136611,45.3,-0.03,4.04,38.0
136612,41.8,-0.6,3.65,38.0
136613,33.2,-0.68,2.79,23.0
136614,37.9,-0.81,3.2,27.0
136615,84.1,0.96,8.16,99.0
136616,47.1,-0.1,3.89,46.0
136617,53.7,0.5,4.81,52.0
136618,46.6,0.12,3.94,42.0
136620,38.7,-0.81,3.12,35.0
136621,86.4,1.33,8.56,99.0
136622,71.0,0.33,6.8,95.0
136623,46.3,-0.05,4.05,41.0
136624,48.0,0.43,4.11,42.0
136625,56.6,0.48,5.0,64.0
136626,43.1,0.21,3.39,36.0
136627,51.0,0.2,4.33,55.0
136628,61.9,0.8,5.83,79.0
136629,49.4,0.02,4.27,51.0
136631,53.4,0.49,4.67,59.0
