urn,attainment8,progress8,ebacc_aps,eng_maths_5plus_pct
141133,39.2,-0.65,3.56,35.0
141135,59.2,0.69,5.4,70.0
141146,49.0,0.34,4.23,52.0
141147,0.1,-1.64,0.01,0.0
141163,46.5,-0.07,3.67,56.0
141165,48.2,-0.15,4.42,44.0
141166,45.7,0.15,4.14,28.0
141169,36.8,-0.67,3.15,23.0
141171,14.0,-1.37,1.11,0.0
141175,39.3,-0.44,3.46,32.0
141176,46.1,0.09,3.97,48.0
141178,51.4,0.69,4.6,56.0
141179,39.0,-0.02,3.28,21.0
141185,48.8,0.01,4.54,54.0
141187,4.2,-1.83,0.12,0.0
141196,52.6,1.08,5.04,56.0
141200,43.2,-0.3,3.69,28.0
141208,11.1,,1.31,0.0
141210,41.9,0.14,3.71,34.0
141214,41.0,-0.48,3.71,38.0
141217,37.2,-0.26,3.07,33.0
141225,8.2,,0.88,8.0
141236,35.9,-0.78,3.03,15.0
141242,23.3,,1.39,0.0
141245,43.2,-0.28,3.45,39.0
141247,2.9,,0.3,0.0
141248,43.5,-0.33,3.69,40.0
141250,60.0,,5.41,74.0
141251,,,,
141252,1.0,-1.47,0.08,2.0
141253,7.1,-1.14,0.64,0.0
141254,,,,
141255,,,,
141257,40.3,-0.76,3.17,27.0
141259,42.0,-0.31,3.66,43.0
141264,50.0,0.36,4.7,46.0
141268,42.6,-0.3,3.52,31.0
141269,50.6,0.28,4.12,52.0
141277,73.8,0.57,7.1,98.0
141300,47.4,0.1,4.05,44.0
141307,46.9,0.12,3.76,47.0
141309,50.4,-0.12,4.41,58.0
141315,14.2,,0.73,0.0
141318,33.0,-1.11,2.78,21.0
141321,43.9,-0.15,3.52,41.0
141325,41.9,-0.25,3.23,32.0
141328,38.5,-0.41,3.55,41.0
141331,42.6,-0.13,3.38,28.0
141338,37.8,-0.88,3.13,24.0
141341,45.1,-0.21,4.19,38.0
141342,50.0,0.08,4.08,53.0
141343,45.4,-0.2,3.97,40.0
141363,41.0,-0.24,3.82,34.0
141369,45.0,-0.22,3.78,43.0
141370,44.0,-0.43,3.85,39.0
141376,0.3,-1.63,0.01,0.0
141377,48.0,0.21,4.13,52.0
141378,36.9,-0.3,3.33,35.0
141385,4.4,-2.4,0.13,0.0
141391,29.6,-0.98,2.43,6.0
141395,42.9,-0.48,3.94,40.0
141399,52.0,0.11,4.89,62.0
141407,,,,
141411,1.6,,0.09,0.0
141414,52.3,0.04,4.76,57.0
141448,0.5,-1.71,0.02,0.0
141449,2.2,-1.7,0.16,0.0
141451,45.5,-0.12,3.8,35.0
141466,42.6,0.24,3.51,31.0
141470,34.8,-0.79,3.02,28.0
141475,10.3,-0.78,0.9,0.0
141487,5.6,-2.07,0.29,0.0
141495,41.7,-0.18,3.37,31.0
141499,43.1,0.15,3.86,41.0
141502,6.0,,0.86,0.0
141512,6.1,-1.38,0.33,0.0
141514,45.2,0.05,4.3,44.0
141515,,,,
141520,22.1,,2.1,12.0
141526,45.1,-0.07,3.71,43.0
141533,,,,
141555,22.9,,2.21,20.0
141559,13.9,-1.59,0.95,10.0
141560,2.8,,0.15,0.0
141563,9.3,-1.99,0.53,0.0
141565,73.1,2.3,7.13,94.0
141570,41.1,-0.33,3.18,35.0
141581,41.9,-0.04,3.35,31.0
141598,56.5,0.39,4.77,62.0
141603,,,,
141605,,,,
141606,,,,
141617,59.7,0.81,5.44,74.0
141628,36.7,-0.53,3.0,18.0
141639,50.3,0.28,4.37,55.0
141647,,,,
141652,43.3,0.11,3.98,37.0
141665,49.1,0.37,4.13,54.0
141668,41.5,-0.19,3.78,28.0
141680,,,,
141683,51.5,0.38,4.83,55.0
141686,44.3,-0.2,3.89,49.0
141693,40.2,-0.48,3.45,28.0
141694,41.2,-0.33,3.12,32.0
141698,55.1,0.81,5.18,60.0
141701,,,,
141704,,,,
141705,45.5,-0.02,3.9,41.0
141712,41.3,-0.19,3.42,28.0
141716,60.0,0.79,5.28,76.0
141726,,,,
141730,37.1,-0.35,3.0,25.0
141735,41.0,-0.33,3.48,28.0
141741,35.1,-0.64,3.1,23.0
141749,21.2,-1.83,1.63,7.0
141752,49.0,0.52,4.4,50.0
141765,,,,
141791,0.3,-1.65,0.0,0.0
141802,37.7,-0.77,2.89,13.0
141805,,,,
141808,52.8,0.1,4.73,59.0
141813,40.3,-0.32,2.84,34.0
141814,45.0,-0.13,3.79,35.0
141835,48.0,0.17,4.08,47.0
141836,47.7,-0.08,4.09,48.0
141841,47.1,-0.1,4.21,44.0
141843,,,,
141844,48.5,0.0,4.38,53.0
141852,51.7,0.19,4.55,58.0
141853,41.2,0.21,3.3,34.0
141859,0.3,,0.01,0.0
141860,9.6,,0.97,0.0
141862,57.6,0.8,5.37,72.0
141864,,,,
141865,5.2,-2.7,0.24,3.0
141874,42.6,-0.15,3.9,38.0
141875,38.7,-0.4,3.23,29.0
141879,3.5,,0.17,0.0
141883,27.7,-0.63,2.29,16.0
141884,44.7,0.03,3.93,37.0
141886,46.7,0.21,4.2,45.0
141916,55.7,1.09,5.44,60.0
141930,51.8,0.1,4.66,53.0
141931,65.2,0.86,5.91,76.0
141939,42.3,-0.41,3.93,36.0
141941,33.7,-0.87,2.93,27.0
141945,3.7,-1.74,0.15,0.0
141947,45.0,-0.3,3.7,39.0
141954,,,,
141957,,,,
141963,59.4,0.52,5.55,76.0
141968,20.6,,1.87,27.0
141969,63.7,1.83,5.61,79.0
141970,60.5,1.17,5.53,73.0
141971,52.2,0.97,4.84,59.0
141986,38.5,-0.73,2.92,27.0
141989,4.4,-2.43,0.15,0.0
141992,41.3,-0.17,3.63,36.0
141993,,,,
141994,3.6,,0.22,0.0
142008,42.5,-0.15,3.64,34.0
142009,49.4,0.1,4.41,47.0
142013,,,,
142015,41.8,-0.66,3.3,33.0
142024,41.2,-0.51,3.72,33.0
142031,36.9,-0.4,3.03,33.0
142035,51.7,0.26,4.61,54.0
142040,50.6,0.51,4.29,55.0
142042,45.9,0.12,3.88,36.0
142050,,,,
142051,45.5,0.3,3.9,41.0
142056,50.0,0.66,4.4,48.0
142058,37.3,-0.48,2.99,27.0
142059,41.8,-0.21,3.84,43.0
142063,48.8,0.14,4.23,51.0
142066,,,,
142067,43.1,-0.28,3.56,34.0
142069,,,,
142073,38.2,-0.48,3.34,33.0
142075,48.0,0.41,4.3,47.0
142079,32.9,-0.97,2.51,19.0
142080,51.1,0.68,4.73,58.0
142086,4.5,-2.55,0.38,0.0
142088,48.0,0.28,4.12,52.0
142089,44.2,-0.1,3.72,46.0
142094,,,,
142104,50.9,0.07,4.55,52.0
142115,1.4,,0.07,0.0
142118,12.8,-2.13,0.91,8.0
142121,38.7,-0.3,3.42,29.0
142125,38.4,-0.61,2.39,31.0
142126,32.7,-1.2,2.6,26.0
142127,34.1,-0.56,2.41,16.0
142130,37.8,-1.05,2.29,24.0
142134,,,,
142136,,,,
142146,25.8,0.08,2.18,0.0
142150,45.2,-0.19,4.13,43.0
142151,12.3,-1.48,0.54,0.0
142153,47.2,-0.14,4.04,46.0
142163,10.7,-1.4,0.73,0.0
142166,49.0,0.13,4.36,54.0
142170,1.3,-2.2,0.14,0.0
142174,42.7,-0.34,3.8,33.0
142178,54.9,0.31,5.14,59.0
142181,53.1,0.2,4.81,64.0
142186,40.6,-0.27,3.29,34.0
142193,53.5,0.57,4.78,56.0
142202,57.1,0.65,4.8,61.0
142218,46.1,-0.02,4.15,43.0
142219,43.3,0.02,3.74,44.0
142224,0.3,,0.0,0.0
142225,1.0,,0.01,0.0
142232,56.3,0.82,4.76,68.0
142237,48.9,0.05,4.12,52.0
142257,14.4,-1.23,0.58,0.0
142262,60.2,0.13,5.8,76.0
142273,49.3,-0.16,4.27,56.0
142277,32.2,-0.92,2.54,13.0
142278,45.8,-0.13,4.05,42.0
142281,41.3,-0.39,3.31,38.0
142284,41.4,-0.26,3.54,31.0
142285,38.1,-0.71,3.07,25.0
142288,2.4,-1.52,0.33,0.0
142296,44.4,0.09,3.6,41.0
142302,,,,
142306,53.6,0.41,4.91,60.0
142308,,,,
142309,,,,
142310,49.5,0.29,4.66,48.0
142313,53.1,0.7,4.36,55.0
142314,60.8,0.67,5.73,81.0
142315,44.2,-0.25,3.82,32.0
142316,49.6,0.24,4.44,54.0
142317,51.3,0.38,4.03,58.0
142320,,,,
142322,,,,
142324,,,,
142329,0.3,,0.04,0.0
142330,27.4,,2.44,15.0
142332,,,,
142333,,,,
142336,17.8,,1.37,0.0
142338,4.5,,0.27,0.0
142339,49.8,0.8,4.52,54.0
142340,57.4,1.01,5.45,70.0
142357,56.6,0.63,5.4,65.0
142382,35.7,-0.85,3.02,29.0
142383,,,,
142387,35.5,-0.2,3.0,19.0
142388,37.8,-0.41,3.41,27.0
142391,44.6,-0.19,3.85,33.0
142392,43.6,0.05,3.79,31.0
142396,45.2,0.43,3.82,40.0
142405,37.6,-0.34,3.01,22.0
142406,43.8,0.04,4.03,41.0
142408,0.2,,0.03,0.0
142411,,,,
142416,,,,
142420,,,,
142469,35.1,-0.79,3.08,26.0
142474,2.5,,0.24,0.0
142485,34.5,-0.78,3.0,21.0
142490,38.4,-0.47,3.35,29.0
142509,46.9,-0.06,4.23,44.0
142510,10.8,,0.28,0.0
142516,8.5,,0.3,0.0
142524,,,,
142536,9.4,,0.11,0.0
142538,10.1,,0.61,7.0
142540,38.3,-0.55,3.48,35.0
142555,16.0,-0.84,1.26,0.0
142557,,,,
142560,57.2,0.54,5.4,66.0
142568,16.8,,0.7,17.0
142577,42.6,0.0,3.74,33.0
142585,48.1,0.61,3.81,49.0
142590,46.0,-0.07,3.58,39.0
142594,40.2,-0.38,3.43,31.0
142601,48.1,-0.23,4.24,41.0
142603,2.3,,0.11,0.0
142604,42.6,-0.72,3.04,32.0
142605,45.6,-0.1,3.12,40.0
142612,2.7,-2.22,0.15,0.0
142621,1.1,,0.04,0.0
142623,,,,
142625,,,,
142627,65.1,1.37,6.18,85.0
142630,2.8,-2.02,0.13,0.0
142635,,,,
142644,54.5,0.52,4.81,56.0
142648,49.9,-0.11,4.26,50.0
142654,64.9,1.34,6.2,77.0
142659,4.0,,0.24,11.0
142666,,,,
142667,,,,
142672,0.7,,0.05,0.0
142675,,,,
142681,31.7,-0.9,2.71,24.0
142687,,,,
142695,1.6,-2.18,0.0,0.0
142698,,,,
142710,51.2,0.16,4.66,55.0
142711,32.1,-0.91,2.52,19.0
142722,,,,
142725,42.3,-0.21,3.61,33.0
142727,54.4,0.48,4.73,59.0
142740,3.3,-1.67,0.13,0.0
142741,42.7,-0.34,3.79,40.0
142744,4.8,-1.33,0.2,0.0
142747,36.9,-0.23,3.25,33.0
142755,44.3,-0.44,3.9,40.0
142759,43.2,-0.28,3.73,41.0
142761,38.2,-0.26,3.41,32.0
142762,41.3,-0.07,3.59,33.0
142763,,,,
142766,3.3,-2.83,0.16,0.0
142768,10.6,-0.81,0.88,5.0
142776,5.9,,0.19,0.0
142779,,,,
142780,,,,
142781,45.4,0.29,2.58,47.0
142783,,,,
142795,,,,
142797,,,,
142798,32.9,-0.88,2.81,18.0
142805,46.2,0.01,4.3,48.0
142821,41.8,-0.51,3.78,35.0
142822,31.1,-0.9,2.54,14.0
142825,35.6,-0.75,2.91,24.0
142832,,,,
142833,,,,
142853,48.1,-0.08,4.06,51.0
142856,34.4,-0.76,2.83,24.0
142859,,,,
142864,58.1,0.57,5.46,75.0
142869,56.1,0.8,5.11,70.0
142879,49.6,0.13,4.73,58.0
142881,42.8,-0.22,3.65,38.0
142883,40.7,-0.07,3.46,38.0
142884,41.0,-0.26,2.98,44.0
142887,30.6,-1.41,2.62,33.0
142890,22.8,-1.75,1.75,5.0
142893,,,,
142894,33.7,-1.2,2.53,22.0
142896,,,,
142899,27.4,-1.7,2.2,15.0
142900,32.2,-1.51,2.41,21.0
142902,39.1,-0.5,2.91,25.0
142903,46.5,-0.33,3.71,51.0
142905,27.4,-1.59,2.07,17.0
142908,45.3,0.4,4.28,44.0
142911,,,,
142912,2.9,,0.16,7.0
142928,,,,
142930,7.8,,0.44,0.0
142932,9.0,-1.67,0.9,7.0
142939,,,,
142940,,,,
142960,37.4,-0.63,2.87,23.0
142983,51.2,0.28,4.66,54.0
142987,48.6,-0.41,4.22,47.0
143005,34.1,-0.29,2.79,14.0
143014,,,,
143018,,,,
143022,47.0,-0.19,4.4,51.0
143026,3.6,,0.26,0.0
143035,44.7,-0.19,3.78,42.0
143036,0.7,,0.07,0.0
143038,2.8,,0.24,0.0
143039,,,,
143040,1.5,,0.11,0.0
143041,,,,
143042,0.7,,0.07,0.0
143046,8.9,,0.35,0.0
143049,,,,
143059,32.2,-1.4,2.86,20.0
143062,,,,
143063,56.0,0.21,5.06,68.0
143082,56.0,0.88,5.19,63.0
143101,50.5,0.37,4.14,61.0
143104,49.9,0.08,4.44,50.0
143105,2.3,,0.0,0.0
143106,,,,
143111,,,,
143112,36.5,-0.71,2.96,24.0
143114,39.4,-0.22,3.28,31.0
143115,30.1,-1.05,2.38,15.0
143129,50.6,0.75,4.75,49.0
143131,44.9,-0.1,3.75,42.0
143137,38.2,-0.56,3.16,32.0
143138,48.5,0.69,4.46,48.0
143141,41.1,-0.15,3.55,36.0
143142,35.2,-0.99,2.64,23.0
143144,37.5,-0.81,3.23,23.0
143146,28.2,-1.18,2.34,15.0
143166,,,,
143167,,,,
143173,,,,
143174,,,,
143175,9.6,-1.48,0.71,0.0
143197,45.1,0.23,4.1,46.0
143217,,,,
143221,46.8,-0.28,4.26,46.0
143227,3.8,-2.1,0.3,0.0
143238,45.6,0.14,3.9,43.0
143247,37.1,-0.53,3.01,25.0
143260,47.3,-0.25,4.09,47.0
143274,58.6,1.08,5.47,72.0
143275,3.5,-2.45,0.21,0.0
143278,52.4,0.26,4.66,56.0
143288,47.7,0.44,4.35,58.0
143291,52.7,0.21,4.56,60.0
143317,3.2,-1.42,0.15,0.0
143318,,,,
143319,44.4,-0.4,3.85,41.0
143327,31.4,-0.9,2.74,22.0
143346,,,,
143362,40.0,-0.23,3.4,33.0
143367,60.9,0.79,5.24,72.0
143369,59.9,0.87,5.54,74.0
143379,55.5,0.5,4.87,65.0
143385,52.0,0.12,4.74,64.0
143400,,,,
143404,50.0,0.39,4.43,53.0
143406,,,,
143407,,,,
143413,40.7,0.1,3.26,35.0
143418,,,,
143419,43.4,-0.57,3.79,43.0
143420,48.7,0.16,4.38,51.0
143421,44.6,-0.02,3.76,37.0
143424,36.8,-0.58,3.03,31.0
143427,38.2,-0.59,3.56,28.0
143428,48.3,0.05,4.25,37.0
143429,3.1,,0.07,0.0
143430,50.6,-0.08,3.75,50.0
143435,34.3,-0.72,2.84,21.0
143438,44.7,-0.15,3.96,45.0
143519,6.9,-2.84,0.32,0.0
143520,43.1,0.07,3.69,38.0
143530,,,,
143531,,,,
143532,4.6,,0.47,0.0
143533,,,,
143539,,,,
143545,35.8,-0.28,2.88,28.0
143552,1.5,-2.79,0.12,0.0
143554,32.8,-0.82,2.64,11.0
143562,71.4,0.61,6.34,97.0
143582,39.5,-0.44,3.54,29.0
143583,59.4,0.65,5.11,66.0
143588,51.1,0.35,4.69,57.0
143589,1.6,-1.57,0.06,0.0
143595,,,,
143629,56.5,0.61,5.17,56.0
143630,2.8,-2.59,0.1,0.0
143634,46.4,0.09,3.87,39.0
143639,37.6,-0.46,3.13,28.0
143641,48.7,0.29,4.15,50.0
143642,,,,
143649,40.0,-0.29,3.49,32.0
143653,4.0,,0.21,0.0
143659,42.4,-0.22,3.81,39.0
143669,,,,
143679,50.3,0.69,4.82,55.0
143686,,,,
143697,,,,
143698,,,,
143701,,,,
143706,60.6,1.1,5.58,79.0
143707,,,,
143714,1.0,,0.04,0.0
143718,,,,
143723,19.9,-1.65,1.72,11.0
143724,,,,
143729,,,,
143734,41.4,-0.41,3.74,30.0
143749,38.1,-0.54,2.99,23.0
143756,53.8,0.37,5.16,55.0
143758,,,,
143772,40.3,-0.22,3.35,33.0
143773,45.8,-0.16,3.76,47.0
143794,40.2,-0.63,3.35,32.0
143803,50.4,0.37,4.59,49.0
143808,42.9,-0.43,3.45,38.0
143812,53.5,0.05,4.43,59.0
143817,48.2,0.02,4.28,40.0
143818,40.9,-0.25,3.26,33.0
143828,,,,
143838,,,,
143839,4.4,,0.0,0.0
143844,30.5,-0.91,2.67,26.0
143845,38.6,-0.8,3.21,33.0
143846,39.0,-0.42,3.64,29.0
143848,47.5,0.03,4.01,42.0
143853,35.8,-0.56,3.24,21.0
143854,43.8,-0.12,3.93,39.0
143857,33.0,-0.78,2.67,24.0
143858,,,,
143864,41.7,-0.1,3.69,42.0
143865,,,,
143877,47.0,-0.03,4.41,52.0
143879,,,,
143890,45.6,-0.17,3.92,45.0
143895,23.9,-1.83,2.05,7.0
143899,45.6,-0.01,3.67,42.0
143901,53.6,0.18,5.12,56.0
143902,44.8,-0.17,4.16,38.0
143903,46.9,-0.09,3.86,45.0
143905,50.6,0.05,4.48,51.0
143907,42.3,-0.35,3.81,36.0
143911,,,,
143912,0.0,,0.0,0.0
143916,41.3,-0.65,3.66,38.0
143923,,,,
143924,,,,
143927,36.4,-0.81,3.12,24.0
143930,2.5,,0.14,0.0
143932,,,,
143933,,,,
143934,41.5,-0.36,3.37,33.0
143936,,,,
143938,42.9,-0.06,3.71,42.0
143946,45.5,-0.15,4.19,41.0
143947,54.6,,4.65,36.0
143954,38.3,-0.25,3.31,20.0
143963,37.7,-0.3,3.18,33.0
143981,44.2,-0.28,3.67,39.0
143984,47.4,0.03,4.11,48.0
143993,48.9,0.41,4.14,47.0
144002,45.2,-0.08,3.71,35.0
144008,49.1,0.11,4.34,53.0
144013,49.4,0.74,4.36,48.0
144014,31.8,-0.93,2.6,16.0
144015,41.7,0.06,3.23,30.0
144018,46.9,0.26,4.1,41.0
144033,5.3,,0.26,0.0
144044,54.8,0.14,4.62,64.0
144046,49.0,-0.24,4.21,48.0
144055,,,,
144066,36.4,-0.57,2.96,18.0
144069,43.4,-0.04,3.57,46.0
144084,36.9,-0.34,3.23,27.0
144094,42.7,-0.59,3.71,45.0
144095,51.8,0.23,4.8,62.0
144100,75.2,0.93,7.2,99.0
144104,56.0,0.73,5.1,58.0
144182,45.0,0.02,4.03,35.0
144192,40.7,-0.49,3.58,30.0
144196,,,,
144199,38.4,-0.96,3.18,34.0
144200,42.5,-0.34,3.34,33.0
144204,46.1,-0.26,4.09,43.0
144205,,,,
144209,0.9,-1.99,0.03,0.0
144214,45.6,-0.07,3.87,42.0
144233,,,,
144234,4.0,-1.3,0.1,0.0
144243,52.7,0.44,4.46,54.0
144271,33.2,-1.15,2.89,22.0
144278,44.7,-0.2,3.86,34.0
144279,39.9,-0.45,3.41,34.0
144286,3.1,-2.1,0.23,0.0
144291,40.9,-0.07,3.46,32.0
144306,35.3,-0.3,3.0,27.0
144307,43.8,-0.22,3.91,37.0
144309,47.3,0.08,3.95,44.0
144311,47.3,0.25,4.09,49.0
144312,51.1,0.93,4.21,52.0
144316,47.6,0.05,4.56,45.0
144320,7.1,-2.19,0.25,0.0
144321,7.7,-1.15,0.59,0.0
144326,48.0,-0.15,4.19,46.0
144327,50.4,0.03,4.4,53.0
144336,,,,
144342,39.6,-0.4,3.23,31.0
144346,,,,
144354,40.8,-0.56,3.52,35.0
144356,33.4,-0.89,2.61,19.0
144359,41.8,-0.32,3.57,35.0
144364,49.7,0.07,4.06,54.0
144366,4.1,,0.27,0.0
144367,35.6,-0.61,2.8,26.0
144377,,,,
144378,,,,
144388,42.7,-0.18,3.66,36.0
144389,47.4,0.18,4.02,50.0
144391,36.6,-0.89,2.97,20.0
144392,44.8,0.22,3.84,41.0
144402,52.6,0.35,4.85,60.0
144404,,,,
144405,15.8,-1.09,0.92,0.0
144435,42.8,-0.31,3.53,31.0
144464,44.0,0.07,3.89,50.0
144465,47.7,-0.15,4.38,47.0
144475,,,,
144479,35.1,-0.48,3.03,20.0
144486,31.4,-0.93,2.71,15.0
144487,40.3,-0.11,3.62,28.0
144488,45.3,0.67,3.52,29.0
144489,46.5,0.34,3.92,45.0
144493,31.6,-0.74,2.64,21.0
144494,42.7,-0.15,3.52,28.0
144496,52.1,0.21,4.64,51.0
144502,55.8,0.88,4.79,72.0
144503,44.8,-0.25,3.94,42.0
144505,47.3,0.36,4.37,41.0
144508,33.1,-0.75,2.84,18.0
144509,35.9,0.07,3.18,30.0
144514,8.1,,0.56,0.0
144515,52.0,0.27,4.64,58.0
144519,30.4,-1.52,2.82,14.0
144520,44.4,-0.27,3.95,33.0
144533,44.1,0.12,3.77,45.0
144558,49.1,0.02,4.22,43.0
144561,46.6,-0.14,4.13,44.0
144588,46.3,0.0,3.97,48.0
144595,47.6,0.19,4.32,51.0
144601,49.1,0.79,4.25,55.0
144606,37.1,-0.52,3.34,24.0
144610,51.9,0.61,4.32,59.0
144617,35.1,-0.73,3.06,29.0
144618,41.7,-0.45,3.79,28.0
144619,,,,
144623,46.2,-0.02,4.22,50.0
144627,43.4,-0.25,3.47,37.0
144629,34.6,-0.61,3.16,26.0
144633,,,,
144638,53.2,0.72,4.45,63.0
144643,,,,
144646,29.6,-0.87,2.66,17.0
144652,36.7,-0.54,3.04,28.0
144655,2.6,-1.53,0.15,0.0
144657,38.4,0.03,3.3,38.0
144661,38.2,-0.38,3.19,31.0
144684,,,,
144687,43.8,-0.11,3.65,43.0
144691,1.5,-2.1,0.06,0.0
144693,,,,
144700,52.8,0.23,4.94,60.0
144711,58.6,0.67,5.37,68.0
144716,,,,
144717,,,,
144719,40.4,-0.22,3.12,26.0
144721,34.1,-0.73,3.01,24.0
144726,,,,
144727,,,,
144730,,,,
144739,43.5,-0.49,4.13,46.0
144741,53.0,0.28,4.87,55.0
144742,40.4,-0.65,3.7,27.0
144743,48.6,0.73,4.52,50.0
144744,50.7,0.71,4.74,52.0
144745,58.8,1.37,5.45,65.0
144748,38.8,-0.37,3.74,38.0
144750,49.3,-0.06,4.72,50.0
144752,,,,
144755,47.0,0.17,4.21,50.0
144756,35.5,-1.39,2.6,36.0
144759,2.6,-1.5,0.22,0.0
144760,47.2,0.06,3.37,49.0
144761,45.9,0.0,3.4,35.0
144764,7.9,-0.99,0.37,6.0
144766,50.1,-0.2,3.51,59.0
144768,41.7,-0.15,3.62,36.0
144769,14.9,-1.7,1.1,0.0
144773,38.7,-0.27,3.37,30.0
144774,5.7,,0.57,0.0
144784,1.6,-2.75,0.13,0.0
144795,56.2,,5.12,68.0
144796,7.5,,0.52,0.0
144799,39.8,-0.28,3.38,29.0
144807,,,,
144808,,,,
144809,35.0,-0.35,2.79,21.0
144811,62.8,,6.03,92.0
144816,57.1,,5.54,68.0
144818,2.7,,0.08,0.0
144851,2.9,-1.58,0.08,0.0
144853,44.5,-0.17,3.79,37.0
144857,3.2,,0.17,0.0
144875,,,,
144893,5.4,-1.13,0.38,0.0
144897,1.2,-1.5,0.0,0.0
144900,39.0,0.14,3.45,25.0
144929,42.3,-0.35,3.79,28.0
144937,33.3,-0.91,2.65,12.0
144946,39.9,0.23,3.58,36.0
144952,39.4,0.06,3.22,33.0
144956,,,,
144962,40.8,-0.36,3.76,33.0
144968,42.5,0.08,3.58,25.0
144976,49.7,0.61,4.6,57.0
144977,45.3,-0.22,3.89,49.0
144988,35.1,-0.58,2.68,20.0
144990,38.0,-0.67,3.15,32.0
144991,46.5,-0.37,3.62,41.0
145008,42.9,-0.19,3.35,31.0
145019,40.3,-0.33,3.29,36.0
145034,56.9,0.83,5.61,66.0
145047,40.3,-0.21,3.32,33.0
145050,43.1,-0.37,3.87,41.0
145051,32.6,-0.44,2.59,17.0
145052,41.7,-0.1,3.46,39.0
145055,43.0,-0.1,3.64,39.0
145058,25.0,-1.02,1.91,22.0
145059,,,,
145061,36.2,-0.68,2.88,21.0
145063,45.5,0.0,4.11,51.0
145064,,,,
145082,41.5,-0.34,3.46,24.0
145089,39.8,-0.44,3.35,32.0
145090,47.8,0.2,4.33,45.0
145106,44.8,-0.08,3.98,44.0
145108,41.5,-0.24,3.39,30.0
145109,40.9,-0.34,3.33,32.0
145113,51.7,0.49,4.67,55.0
145114,47.8,-0.12,3.36,39.0
145116,,,,
145119,43.7,-0.8,3.7,25.0
145120,42.8,0.38,3.68,43.0
145121,39.1,-0.53,3.33,23.0
145124,35.0,-0.52,3.04,24.0
145125,37.1,-0.64,3.2,20.0
145126,52.4,0.52,4.93,58.0
145127,,,,
145129,,,,
145132,30.1,-0.8,2.5,19.0
145133,39.6,-0.5,3.18,28.0
145134,36.2,-0.58,2.72,22.0
145135,51.9,0.65,4.57,54.0
145139,42.6,-0.03,3.81,39.0
145140,46.2,0.28,3.98,34.0
145146,52.1,0.44,4.56,54.0
145155,34.3,-1.01,2.4,25.0
145157,45.2,-0.41,4.1,41.0
145159,,,,
145160,,,,
145164,,,,
145169,,,,
145170,,,,
145173,38.4,-0.56,3.02,24.0
145179,44.8,0.26,3.85,38.0
145181,2.1,,0.09,0.0
145184,,,,
145187,,,,
145188,40.5,-0.55,3.58,33.0
145191,41.5,-0.32,3.67,32.0
145192,1.9,,0.11,0.0
145196,40.5,-0.23,3.56,30.0
145198,4.3,-1.7,0.25,4.0
145200,4.5,-1.17,0.45,0.0
145211,38.6,-0.08,3.12,29.0
145217,50.0,0.27,4.59,55.0
145224,0.2,-1.57,0.0,0.0
145231,0.2,,0.0,0.0
145232,,,,
145239,15.7,,1.0,0.0
145241,,,,
145242,,,,
145244,53.5,0.36,4.9,61.0
145253,42.3,-0.36,3.1,30.0
145254,,,,
145271,41.7,-0.07,3.66,33.0
145274,42.5,-0.4,3.64,34.0
145286,53.0,0.23,4.67,60.0
145289,2.1,,0.11,0.0
145290,,,,
145292,,,,
145293,,,,
145296,,,,
145297,46.1,0.32,3.92,46.0
145298,,,,
145308,,,,
145313,48.2,0.12,4.18,49.0
145314,34.5,-0.58,2.76,27.0
145315,43.9,0.05,4.04,40.0
145322,49.1,0.26,4.14,53.0
145327,45.7,0.21,4.16,42.0
145336,42.6,-0.32,3.71,38.0
145337,46.0,-0.18,3.94,46.0
145343,41.7,-0.47,3.58,32.0
145348,52.4,0.69,4.81,60.0
145372,39.8,-0.17,3.27,35.0
145381,52.1,0.64,4.61,58.0
145383,5.0,-1.79,0.41,0.0
145384,22.6,-1.19,1.71,17.0
145398,47.1,0.13,3.9,46.0
145402,,,,
145404,49.2,0.42,4.56,59.0
145410,43.5,-0.2,4.05,44.0
145416,55.2,,3.8,78.0
145417,7.8,,0.82,0.0
145420,30.2,-1.05,2.21,13.0
145430,35.2,-0.58,2.88,24.0
145455,60.3,0.79,5.59,77.0
145462,,,,
145463,,,,
145465,14.7,,1.17,0.0
145468,,,,
145470,,,,
145474,38.7,-0.59,3.34,29.0
145477,33.3,-0.82,2.59,13.0
145479,,,,
145480,51.5,0.91,4.4,51.0
145482,48.6,0.18,4.4,49.0
145486,,,,
145490,38.6,-0.95,3.35,28.0
145494,10.1,-1.74,0.64,0.0
145499,57.1,,5.44,59.0
145500,53.0,0.2,4.57,61.0
145501,45.0,-0.4,4.02,39.0
145502,49.9,0.06,4.05,53.0
145505,42.3,,4.03,47.0
145510,22.2,,0.82,8.0
145521,43.2,-0.33,3.65,44.0
145528,33.4,-1.21,2.86,19.0
145529,,,,
145546,8.3,,0.65,3.0
145549,,,,
145558,51.0,0.44,4.75,52.0
145562,40.3,-0.34,3.5,35.0
145563,6.3,,0.38,9.0
145564,48.4,-0.06,3.86,44.0
145568,20.6,,1.54,33.0
145572,,,,
145574,4.8,,0.26,0.0
145575,46.6,0.44,3.73,46.0
145577,46.5,-0.09,3.75,39.0
145579,50.4,0.74,4.24,46.0
145580,42.8,-0.25,3.74,36.0
145591,2.4,,0.17,0.0
145593,36.9,-0.39,2.93,17.0
