urn,name,phase,type,la,postcode,admissions_policy,mat,pupils,age_low,age_high,sixth_form,ofsted_region,region,constituency,idaci_quintile,ofsted_grade,ofsted_date,ofsted_pub_date,lat,lng,oa21,lsoa,msoa,ward,district,parish
108893,St Philips Marsh Nursery School and Barton Hill Childrens Centre/Cashmore Early Years Centre,Nursery,LA Nursery School,Bristol,BS2 0SU,Not applicable,NULL,130,2,5,Not applicable,South West,South West,Bristol East,4,2,25/09/2013,17/10/2013,51.447886,-2.56953,E00074006,Bristol 056B,Bristol 056,Lawrence Hill,"Bristol, City of","Bristol, City of, unparished area"
108894,Filton Avenue Nursery School,Nursery,LA Nursery School,Bristol,BS7 0DL,Not applicable,NULL,144,2,4,Not applicable,South West,South West,Bristol North East,3,1,12/01/2016,19/02/2016,51.491196,-2.573728,E00074046,Bristol 005D,Bristol 005,Lockleaze,"Bristol, City of","Bristol, City of, unparished area"
108895,Little Hayes Nursery School,Nursery,LA Nursery School,Bristol,BS16 2LL,Not applicable,NULL,109,2,5,Not applicable,South West,South West,Bristol North East,4,3,14/05/2024,23/06/2024,51.483671,-2.523517,E00073683,Bristol 013E,Bristol 013,Frome Vale,"Bristol, City of","Bristol, City of, unparished area"
108896,Ilminster Avenue Nursery School,Nursery,LA Nursery School,Bristol,BS4 1BX,Not applicable,NULL,193,2,4,Not applicable,South West,South West,Bristol East,5,2,24/04/2019,14/05/2019,51.426491,-2.575735,E00073999,Bristol 044D,Bristol 044,Knowle,"Bristol, City of","Bristol, City of, unparished area"
108898,Rosemary Nursery School and Children's Centre,Nursery,LA Nursery School,Bristol,BS2 0DT,Not applicable,NULL,88,2,5,Not applicable,South West,South West,Bristol East,5,2,08/05/2024,13/06/2024,51.457823,-2.580189,E00174322,Bristol 054D,Bristol 054,Lawrence Hill,"Bristol, City of","Bristol, City of, unparished area"
108900,Speedwell Nursery School,Nursery,LA Nursery School,Bristol,BS5 7SY,Not applicable,NULL,94,2,5,Not applicable,South West,South West,Bristol North East,3,Not judged,05/11/2024,02/12/2024,51.467427,-2.530658,E00073860,Bristol 021C,Bristol 021,Eastville,"Bristol, City of","Bristol, City of, unparished area"
108901,St Pauls Nursery School & Children's Centre,Nursery,LA Nursery School,Bristol,BS2 9JF,Not applicable,NULL,132,3,5,Not applicable,South West,South West,Bristol Central,4,1,09/07/2015,07/09/2015,51.462215,-2.584894,E00174053,Bristol 059D,Bristol 059,Ashley,"Bristol, City of","Bristol, City of, unparished area"
108902,St Werburghs Park Nursery School,Nursery,LA Nursery School,Bristol,BS2 9UX,Not applicable,NULL,94,2,4,Not applicable,South West,South West,Bristol Central,3,2,20/01/2015,27/02/2015,51.471329,-2.572917,E00073156,Bristol 058A,Bristol 058,Ashley,"Bristol, City of","Bristol, City of, unparished area"
108904,Redcliffe Childrens Centre and Maintained Nursery School,Nursery,LA Nursery School,Bristol,BS1 6RR,Not applicable,NULL,134,2,5,Not applicable,South West,South West,Bristol Central,4,1,08/07/2014,05/09/2014,51.445883,-2.588917,E00074010,Bristol 054E,Bristol 054,Central,"Bristol, City of","Bristol, City of, unparished area"
108905,The Limes Nursery School,Nursery,LA Nursery School,Bristol,BS5 9AT,Not applicable,NULL,121,2,5,Not applicable,South West,South West,Bristol East,3,2,17/06/2014,09/07/2014,51.464074,-2.555883,E00073572,Bristol 057C,Bristol 057,Easton,"Bristol, City of","Bristol, City of, unparished area"
108906,Hartcliffe Nursery School and Children's Centre,Nursery,LA Nursery School,Bristol,BS13 0JW,Not applicable,NULL,230,2,4,Not applicable,South West,South West,Bristol South,5,Not judged,01/10/2024,24/10/2024,51.407321,-2.602452,E00074393,Bristol 053B,Bristol 053,Hartcliffe and Withywood,"Bristol, City of","Bristol, City of, unparished area"
108910,Brunel Field Primary School,Primary,Community School,Bristol,BS7 9JT,Not applicable,NULL,393,4,11,Does not have a sixth form,South West,South West,Bristol North West,1,2,21/11/2023,15/01/2024,51.480445,-2.582219,E00073269,Bristol 016C,Bristol 016,Bishopston and Ashley Down,"Bristol, City of","Bristol, City of, unparished area"
108911,Ashley Down Primary School,Primary,Community School,Bristol,BS7 9PD,Not applicable,NULL,397,4,11,Does not have a sixth form,South West,South West,Bristol North West,2,2,30/01/2019,28/02/2019,51.483529,-2.584145,E00073297,Bristol 016A,Bristol 016,Bishopston and Ashley Down,"Bristol, City of","Bristol, City of, unparished area"
108919,Broomhill Junior School,Primary,Community School,Bristol,BS4 4NZ,Not applicable,NULL,199,7,11,Does not have a sixth form,South West,South West,Bristol East,4,2,23/11/2011,15/12/2011,51.439859,-2.540324,E00073367,Bristol 038A,Bristol 038,Brislington East,"Bristol, City of","Bristol, City of, unparished area"
108920,Chester Park Junior School,Primary,Community School,Bristol,BS16 3NX,Not applicable,NULL,291,7,11,Does not have a sixth form,South West,South West,Bristol North East,4,2,12/09/2012,04/10/2012,51.473575,-2.531205,E00073852,Bristol 021B,Bristol 021,Hillfields,"Bristol, City of","Bristol, City of, unparished area"
108921,Chester Park Infant School,Primary,Community School,Bristol,BS16 3QG,Not applicable,NULL,233,4,7,Does not have a sixth form,South West,South West,Bristol North East,4,2,20/03/2019,25/04/2019,51.474492,-2.53123,E00073852,Bristol 021B,Bristol 021,Hillfields,"Bristol, City of","Bristol, City of, unparished area"
108931,Glenfrome Primary School,Primary,Community School,Bristol,BS5 6TY,Not applicable,NULL,425,4,11,Does not have a sixth form,South West,South West,Bristol North East,4,2,17/02/2016,15/03/2016,51.478989,-2.563725,E00074053,Bristol 014D,Bristol 014,Lockleaze,"Bristol, City of","Bristol, City of, unparished area"
108956,St Anne's Infant School,Primary,Foundation School,Bristol,BS4 3QJ,Not applicable,NULL,193,3,7,Does not have a sixth form,South West,South West,Bristol East,3,2,10/01/2023,08/02/2023,51.447294,-2.550297,E00073391,Bristol 035F,Bristol 035,Brislington West,"Bristol, City of","Bristol, City of, unparished area"
108960,Sefton Park Infant School,Primary,Community School,Bristol,BS7 9BJ,Not applicable,NULL,213,3,7,Does not have a sixth form,South West,South West,Bristol Central,1,2,11/02/2020,27/04/2020,51.474895,-2.58271,E00073154,Bristol 020B,Bristol 020,Ashley,"Bristol, City of","Bristol, City of, unparished area"
108961,Sefton Park Junior School,Primary,Community School,Bristol,BS7 9BJ,Not applicable,NULL,226,7,11,Does not have a sixth form,South West,South West,Bristol Central,2,2,05/06/2013,27/06/2013,51.474895,-2.58271,E00073154,Bristol 020B,Bristol 020,Ashley,"Bristol, City of","Bristol, City of, unparished area"
108964,Southville Primary School,Primary,Community School,Bristol,BS3 1EB,Not applicable,NULL,632,3,11,Does not have a sixth form,South West,South West,Bristol South,2,2,12/09/2012,24/10/2012,51.442752,-2.603582,E00074248,Bristol 036C,Bristol 036,Southville,"Bristol, City of","Bristol, City of, unparished area"
108966,Summerhill Infant School,Primary,Community School,Bristol,BS5 7LE,Not applicable,NULL,175,5,7,Does not have a sixth form,South West,South West,Bristol East,4,2,22/01/2013,20/02/2013,51.461171,-2.5401,E00074176,Bristol 028B,Bristol 028,St George West,"Bristol, City of","Bristol, City of, unparished area"
108970,Upper Horfield Primary School,Primary,Community School,Bristol,BS7 0PU,Not applicable,NULL,182,2,11,Does not have a sixth form,South West,South West,Bristol North West,5,3,20/06/2023,14/09/2023,51.499105,-2.576377,E00073896,Bristol 005A,Bristol 005,Horfield,"Bristol, City of","Bristol, City of, unparished area"
108975,Holymead Primary School,Primary,Community School,Bristol,BS4 4LE,Not applicable,NULL,602,4,11,Does not have a sixth form,South West,South West,Bristol East,3,2,07/05/2014,03/06/2014,51.435795,-2.54803,E00073375,Bristol 038C,Bristol 038,Brislington East,"Bristol, City of","Bristol, City of, unparished area"
108980,Brentry Primary School,Primary,Community School,Bristol,BS10 6RG,Not applicable,NULL,209,4,11,Does not have a sixth form,South West,South West,Bristol North West,5,2,22/09/2021,14/11/2021,51.512548,-2.611723,E00073778,Bristol 001A,Bristol 001,Henbury and Brentry,"Bristol, City of","Bristol, City of, unparished area"
108983,Broomhill Infant & Nursery School,Primary,Foundation School,Bristol,BS4 4UY,Not applicable,NULL,198,3,7,Does not have a sixth form,South West,South West,Bristol East,4,2,19/10/2022,04/12/2022,51.439459,-2.537484,E00073365,Bristol 038B,Bristol 038,Brislington East,"Bristol, City of","Bristol, City of, unparished area"
109007,Twerton Infant School,Primary,Community School,Bath and North East Somerset,BA2 1QR,Not applicable,NULL,150,2,7,Does not have a sixth form,South West,South West,Bath,5,2,13/03/2023,18/05/2023,51.378768,-2.401768,E00073031,Bath and North East Somerset 011C,Bath and North East Somerset 011,Twerton & Whiteway,Bath and North East Somerset,"Bath and North East Somerset, unparished area"
109089,Paulton Junior School,Primary,Community School,Bath and North East Somerset,BS39 7QY,Not applicable,NULL,257,7,11,Does not have a sixth form,South West,South West,North East Somerset and Hanham,2,Not judged,04/03/2025,03/04/2025,51.303307,-2.502169,E00072933,Bath and North East Somerset 023C,Bath and North East Somerset 023,Paulton,Bath and North East Somerset,Paulton
109110,Hannah More Primary School,Primary,Community School,Bristol,BS2 0LT,Not applicable,NULL,223,4,11,Does not have a sixth form,South West,South West,Bristol East,5,Not judged,07/05/2025,17/06/2025,51.453773,-2.57926,E00174232,Bristol 054A,Bristol 054,Lawrence Hill,"Bristol, City of","Bristol, City of, unparished area"
109116,Bishop Road Primary School,Primary,Community School,Bristol,BS7 8LS,Not applicable,NULL,802,3,11,Does not have a sixth form,South West,South West,Bristol Central,1,1,07/11/2023,12/12/2023,51.479555,-2.592994,E00073282,Bristol 016D,Bristol 016,Redland,"Bristol, City of","Bristol, City of, unparished area"
109118,Blaise Primary and Nursery School,Primary,Community School,Bristol,BS10 7EJ,Not applicable,NULL,434,3,11,Does not have a sixth form,South West,South West,Bristol North West,5,Not judged,11/02/2025,13/03/2025,51.506942,-2.6227,E00073758,Bristol 001H,Bristol 001,Henbury and Brentry,"Bristol, City of","Bristol, City of, unparished area"
109130,Fair Furlong Primary School,Primary,Community School,Bristol,BS13 9HS,Not applicable,NULL,460,3,11,Does not have a sixth form,South West,South West,Bristol South,5,Not judged,14/01/2025,10/02/2025,51.406783,-2.610913,E00073730,Bristol 051C,Bristol 051,Hartcliffe and Withywood,"Bristol, City of","Bristol, City of, unparished area"
109132,Whitehall Primary School,Primary,Community School,Bristol,BS5 9AT,Not applicable,NULL,620,5,11,Does not have a sixth form,South West,South West,Bristol East,4,2,19/03/2024,09/05/2024,51.464074,-2.555883,E00073572,Bristol 057C,Bristol 057,Easton,"Bristol, City of","Bristol, City of, unparished area"
109140,Avonmouth Church of England Primary School and Nursery,Primary,Voluntary Controlled School,Bristol,BS11 9LG,Not applicable,NULL,221,2,11,Does not have a sixth form,South West,South West,Bristol North West,4,2,15/11/2012,06/12/2012,51.494691,-2.690884,E00073186,Bristol 008F,Bristol 008,Avonmouth and Lawrence Weston,"Bristol, City of","Bristol, City of, unparished area"
109146,"St Johns Church of England Primary School, Clifton",Primary,Voluntary Controlled School,Bristol,BS8 2UH,Not applicable,NULL,466,5,11,Does not have a sixth form,South West,South West,Bristol Central,1,Not judged,13/05/2025,22/06/2025,51.468862,-2.61602,E00073497,Bristol 026E,Bristol 026,Clifton Down,"Bristol, City of","Bristol, City of, unparished area"
109243,School of Christ The King Catholic Primary,Primary,Voluntary Aided School,Bristol,BS4 1HD,Not applicable,NULL,228,3,11,Does not have a sixth form,South West,South West,Bristol South,5,2,23/04/2024,23/05/2024,51.423816,-2.58751,E00073658,Bristol 045C,Bristol 045,Filwood,"Bristol, City of","Bristol, City of, unparished area"
109244,Holy Cross RC Primary School,Primary,Voluntary Aided School,Bristol,BS3 1DB,Not applicable,NULL,177,4,11,Does not have a sixth form,South West,South West,Bristol South,5,2,16/05/2023,10/07/2023,51.443206,-2.599185,E00074235,Bristol 039F,Bristol 039,Southville,"Bristol, City of","Bristol, City of, unparished area"
109245,Ss Peter and Paul RC Primary School,Primary,Voluntary Aided School,Bristol,BS6 6HY,Not applicable,NULL,167,4,11,Does not have a sixth form,South West,South West,Bristol Central,3,2,28/02/2023,02/05/2023,51.463666,-2.60547,E00073528,Bristol 022B,Bristol 022,Clifton Down,"Bristol, City of","Bristol, City of, unparished area"
109247,St Joseph's Catholic Primary School,Primary,Voluntary Aided School,Bristol,BS16 3QR,Not applicable,NULL,208,4,11,Does not have a sixth form,South West,South West,Bristol North East,4,2,22/05/2012,15/06/2012,51.474641,-2.52602,E00073891,Bristol 021A,Bristol 021,Hillfields,"Bristol, City of","Bristol, City of, unparished area"
109251,"Our Lady of the Rosary Catholic Primary School, Bristol",Primary,Voluntary Aided School,Bristol,BS11 0PA,Not applicable,NULL,212,4,11,Does not have a sixth form,South West,South West,Bristol North West,5,2,12/09/2023,09/10/2023,51.498449,-2.663008,E00073954,Bristol 003C,Bristol 003,Avonmouth and Lawrence Weston,"Bristol, City of","Bristol, City of, unparished area"
109254,St Bernadette Catholic Voluntary Aided Primary School,Primary,Voluntary Aided School,Bristol,BS14 9LP,Not applicable,NULL,261,3,11,Does not have a sixth form,South West,South West,Bristol South,4,2,05/06/2013,27/06/2013,51.416552,-2.563516,E00073793,Bristol 047F,Bristol 047,Hengrove and Whitchurch Park,"Bristol, City of","Bristol, City of, unparished area"
109327,St Mary Redcliffe and Temple School,Secondary,Voluntary Aided School,Bristol,BS1 6RT,Non-selective,NULL,1778,11,18,Has a sixth form,South West,South West,Bristol Central,3,Not judged,28/01/2025,20/03/2025,51.446006,-2.587695,E00074010,Bristol 054E,Bristol 054,Central,"Bristol, City of","Bristol, City of, unparished area"
109329,Saint Gregory's Catholic College,Secondary,Voluntary Aided School,Bath and North East Somerset,BA2 8PA,Non-selective,NULL,1005,11,18,Has a sixth form,South West,South West,Bath,2,2,08/11/2022,14/12/2022,51.353504,-2.382203,E00072890,Bath and North East Somerset 019C,Bath and North East Somerset 019,Odd Down,Bath and North East Somerset,"Bath and North East Somerset, unparished area"
109331,St Bernadette Catholic Secondary School,Secondary,Voluntary Aided School,Bristol,BS14 9LS,Non-selective,NULL,754,11,16,Does not have a sixth form,South West,South West,Bristol South,4,2,06/11/2018,03/12/2018,51.415783,-2.562443,E00073793,Bristol 047F,Bristol 047,Hengrove and Whitchurch Park,"Bristol, City of","Bristol, City of, unparished area"
109385,Elmfield School for Deaf Children,Special,Community Special School,Bristol,BS7 0PU,Not applicable,NULL,50,2,16,Not applicable,South West,South West,Bristol North West,4,2,17/01/2013,08/02/2013,51.499105,-2.576377,E00073896,Bristol 005A,Bristol 005,Horfield,"Bristol, City of","Bristol, City of, unparished area"
109386,Kingsweston School,Special,Community Special School,Bristol,BS11 0UT,Not applicable,NULL,179,4,19,Has a sixth form,South West,South West,Bristol North West,4,2,04/03/2020,18/03/2020,51.495629,-2.659121,E00073953,Bristol 007B,Bristol 007,Avonmouth and Lawrence Weston,"Bristol, City of","Bristol, City of, unparished area"
109391,Claremont School,Special,Community Special School,Bristol,BS9 4LR,Not applicable,NULL,70,2,19,Has a sixth form,South West,South West,Bristol North West,4,2,21/02/2013,20/03/2013,51.485074,-2.603838,E00073846,Bristol 011A,Bristol 011,Westbury-on-Trym and Henleaze,"Bristol, City of","Bristol, City of, unparished area"
109393,New Fosseway School,Special,Foundation Special School,Bristol,BS13 0RG,Not applicable,NULL,147,4,19,Has a sixth form,South West,South West,Bristol South,5,2,11/06/2013,03/07/2013,51.407426,-2.588881,E00178051,Bristol 053F,Bristol 053,Hengrove and Whitchurch Park,"Bristol, City of","Bristol, City of, unparished area"
109410,Briarwood School,Special,Community Special School,Bristol,BS16 4EA,Not applicable,NULL,167,3,19,Has a sixth form,South West,South West,Bristol North East,5,Not judged,08/10/2024,14/11/2024,51.477672,-2.521979,E00073873,Bristol 018D,Bristol 018,Hillfields,"Bristol, City of","Bristol, City of, unparished area"
131019,Newbridge Primary School,Primary,Community School,Bath and North East Somerset,BA1 3LL,Not applicable,NULL,402,4,11,Does not have a sixth form,South West,South West,Bath,2,2,21/01/2020,25/02/2020,51.386821,-2.394897,E00072882,Bath and North East Somerset 008B,Bath and North East Somerset 008,Newbridge,Bath and North East Somerset,"Bath and North East Somerset, unparished area"
131522,Hillcrest Primary School,Primary,Community School,Bristol,BS4 3DE,Not applicable,NULL,410,4,11,Does not have a sixth form,South West,South West,Bristol South,1,2,28/06/2016,21/07/2016,51.43952,-2.57216,E00074431,Bristol 037C,Bristol 037,Windmill Hill,"Bristol, City of","Bristol, City of, unparished area"
132196,Shirehampton Primary School,Primary,Community School,Bristol,BS11 9RR,Not applicable,NULL,493,2,11,Does not have a sixth form,South West,South West,Bristol North West,4,2,22/11/2017,09/01/2018,51.489189,-2.681525,E00073201,Bristol 008C,Bristol 008,Avonmouth and Lawrence Weston,"Bristol, City of","Bristol, City of, unparished area"
133689,Bristol Hospital Education Service,PRU,Pupil Referral Unit,Bristol,BS6 5JL,Not applicable,NULL,62,5,19,Not applicable,South West,South West,Bristol Central,4,1,14/11/2013,06/12/2013,51.470136,-2.581411,E00073169,Bristol 058B,Bristol 058,Ashley,"Bristol, City of","Bristol, City of, unparished area"
134241,Knowle West Early Years Centre,Nursery,LA Nursery School,Bristol,BS4 1NN,Not applicable,NULL,148,2,4,Not applicable,South West,South West,Bristol South,5,2,19/04/2023,14/06/2023,51.424584,-2.594065,E00073647,Bristol 045A,Bristol 045,Filwood,"Bristol, City of","Bristol, City of, unparished area"
134917,St Keyna Primary School,Primary,Community School,Bath and North East Somerset,BS31 2JP,Not applicable,NULL,248,3,11,Does not have a sixth form,South West,South West,North East Somerset and Hanham,3,2,15/03/2016,22/04/2016,51.411076,-2.510349,E00072728,Bath and North East Somerset 001A,Bath and North East Somerset 001,Keynsham South,Bath and North East Somerset,Keynsham
135203,Knowle Park Primary School,Primary,Community School,Bristol,BS4 2XG,Not applicable,NULL,601,4,11,Does not have a sixth form,South West,South West,Bristol East,4,2,08/07/2015,07/09/2015,51.431614,-2.574505,E00073989,Bristol 042B,Bristol 042,Knowle,"Bristol, City of","Bristol, City of, unparished area"
135300,Bristol Brunel Academy,Secondary,Academy Sponsor Led,Bristol,BS15 1NU,Non-selective,Cabot Learning Federation,1299,11,16,Has a sixth form,South West,South West,Bristol North East,4,2,11/06/2013,30/06/2013,51.46798,-2.527728,E00073854,Bristol 021B,Bristol 021,Eastville,"Bristol, City of","Bristol, City of, unparished area"
135575,Bristol Cathedral Choir School,Secondary,Academy Sponsor Led,Bristol,BS1 5TS,Non-selective,Cathedral Schools Trust,1183,11,18,Has a sixth form,South West,South West,Bristol Central,3,2,29/11/2022,30/01/2023,51.451209,-2.600786,E00178046,Bristol 061C,Bristol 061,Hotwells and Harbourside,"Bristol, City of","Bristol, City of, unparished area"
135663,Oasis Academy John Williams,Secondary,Academy Sponsor Led,Bristol,BS14 9BU,Non-selective,OASIS COMMUNITY LEARNING,860,11,16,Does not have a sixth form,South West,South West,Bristol South,5,2,12/09/2023,08/11/2023,51.420586,-2.564213,E00073788,Bristol 047F,Bristol 047,Hengrove and Whitchurch Park,"Bristol, City of","Bristol, City of, unparished area"
135671,Oasis Academy Brightstowe,Secondary,Academy Sponsor Led,Bristol,BS11 0EB,Non-selective,OASIS COMMUNITY LEARNING,739,11,19,Has a sixth form,South West,South West,Bristol North West,5,Not judged,05/11/2024,19/12/2024,51.490513,-2.67021,E00073192,Bristol 003A,Bristol 003,Avonmouth and Lawrence Weston,"Bristol, City of","Bristol, City of, unparished area"
135779,Sea Mills Primary School,Primary,Community School,Bristol,BS9 2HL,Not applicable,NULL,240,2,11,Does not have a sixth form,South West,South West,Bristol North West,5,2,27/06/2023,14/09/2023,51.484585,-2.649932,E00073931,Bristol 007C,Bristol 007,Stoke Bishop,"Bristol, City of","Bristol, City of, unparished area"
135867,Air Balloon Hill Primary School,Primary,Community School,Bristol,BS5 7PB,Not applicable,NULL,766,4,11,Does not have a sixth form,South West,South West,Bristol East,4,2,18/04/2018,21/05/2018,51.458773,-2.529478,E00074158,Bristol 028E,Bristol 028,St George Central,"Bristol, City of","Bristol, City of, unparished area"
135872,St Peter's Church of England Primary School (VC),Primary,Voluntary Controlled School,Bristol,BS13 8EF,Not applicable,NULL,456,3,11,Does not have a sixth form,South West,South West,Bristol South,5,2,11/06/2024,15/07/2024,51.416606,-2.622018,E00073336,Bristol 046D,Bristol 046,Bishopsworth,"Bristol, City of","Bristol, City of, unparished area"
135959,Bristol Metropolitan Academy,Secondary,Academy Sponsor Led,Bristol,BS16 2HD,Non-selective,Cabot Learning Federation,1096,11,19,Has a sixth form,South West,South West,Bristol North East,3,2,23/03/2022,12/06/2022,51.48032,-2.538728,E00073626,Bristol 012A,Bristol 012,Eastville,"Bristol, City of","Bristol, City of, unparished area"
136311,Somervale Secondary School,Secondary,Academy Converter,Bath and North East Somerset,BA3 2JD,Non-selective,Midsomer Norton Schools Partnership,794,11,18,Has a sixth form,South West,South West,Frome and East Somerset,1,2,17/01/2013,08/02/2013,51.284146,-2.487075,E00072868,Bath and North East Somerset 027B,Bath and North East Somerset 027,Midsomer Norton Redfield,Bath and North East Somerset,Midsomer Norton
136335,Norton Hill Academy,Secondary,Academy Converter,Bath and North East Somerset,BA3 4AD,Non-selective,Midsomer Norton Schools Partnership,1765,11,18,Has a sixth form,South West,South West,Frome and East Somerset,1,Not judged,08/10/2024,14/11/2024,51.280627,-2.479296,E00072858,Bath and North East Somerset 027A,Bath and North East Somerset 027,Midsomer Norton Redfield,Bath and North East Somerset,Midsomer Norton
136483,Oldfield School,Secondary,Academy Converter,Bath and North East Somerset,BA1 9AB,Non-selective,NULL,1275,11,18,Has a sixth form,South West,South West,Bath,2,2,21/01/2020,09/02/2020,51.393283,-2.408851,E00072873,Bath and North East Somerset 008D,Bath and North East Somerset 008,Newbridge,Bath and North East Somerset,"Bath and North East Somerset, unparished area"
136804,Trinity Church School,Primary,Academy Converter,Bath and North East Somerset,BA3 3DE,Not applicable,Midsomer Norton Schools Partnership,193,2,11,Not applicable,South West,South West,Frome and East Somerset,3,2,09/05/2018,11/06/2018,51.298395,-2.442519,E00072972,Bath and North East Somerset 024A,Bath and North East Somerset 024,Radstock,Bath and North East Somerset,Radstock
136822,Bristol Free School,Secondary,Free School,Bristol,BS10 6NJ,Non-selective,Russell Education Trust,1292,11,19,Has a sixth form,South West,South West,Bristol North West,1,2,08/03/2022,05/05/2022,,,,,,,,
136830,Elmlea Junior School,Primary,Academy Converter,Bristol,BS9 3UF,Not applicable,Russell Education Trust,356,7,11,Not applicable,South West,South West,Bristol North West,1,Not judged,25/03/2025,06/05/2025,51.484938,-2.623106,E00074331,Bristol 009C,Bristol 009,Westbury-on-Trym and Henleaze,"Bristol, City of","Bristol, City of, unparished area"
136966,Hayesfield Girls School,Secondary,Academy Converter,Bath and North East Somerset,BA2 3LA,Non-selective,Midsomer Norton Schools Partnership,1528,11,18,Has a sixth form,South West,South West,Bath,1,2,08/03/2017,05/04/2017,51.376437,-2.372395,E00073132,Bath and North East Somerset 012F,Bath and North East Somerset 012,Oldfield Park,Bath and North East Somerset,"Bath and North East Somerset, unparished area"
137062,Westbury-On-Trym Church of England Academy,Primary,Academy Converter,Bristol,BS9 3HZ,Not applicable,NULL,415,5,11,Not applicable,South West,South West,Bristol North West,3,2,20/01/2016,17/02/2016,51.495707,-2.61507,E00074342,Bristol 006D,Bristol 006,Westbury-on-Trym and Henleaze,"Bristol, City of","Bristol, City of, unparished area"
137068,E-Act St Ursula's Academy,Primary,Academy Sponsor Led,Bristol,BS9 4DT,Not applicable,E-ACT,564,4,11,Not applicable,South West,South West,Bristol North West,3,2,25/02/2020,11/05/2020,51.485893,-2.614204,E00073818,Bristol 006A,Bristol 006,Westbury-on-Trym and Henleaze,"Bristol, City of","Bristol, City of, unparished area"
137212,Waycroft Academy,Primary,Academy Converter,Bristol,BS14 8PS,Not applicable,Cabot Learning Federation,438,2,11,Not applicable,South West,South West,Bristol East,3,2,04/06/2024,30/06/2024,51.413456,-2.544973,E00074285,Bristol 049F,Bristol 049,Stockwood,"Bristol, City of","Bristol, City of, unparished area"
137440,Cotham School,Secondary,Academy Converter,Bristol,BS6 6DT,Non-selective,NULL,1655,11,18,Has a sixth form,South West,South West,Bristol Central,4,2,17/04/2018,10/05/2018,51.463567,-2.602042,E00073530,Bristol 022A,Bristol 022,Cotham,"Bristol, City of","Bristol, City of, unparished area"
137493,Fosse Way School,Special,Academy Special Converter,Bath and North East Somerset,BA3 3AL,Not applicable,THE PARTNERSHIP TRUST,224,3,19,Has a sixth form,South West,South West,Frome and East Somerset,2,2,22/09/2021,15/11/2021,51.283129,-2.471937,E00073079,Bath and North East Somerset 026D,Bath and North East Somerset 026,Westfield,Bath and North East Somerset,Westfield
137518,Henleaze Junior School,Primary,Academy Converter,Bristol,BS9 4LG,Non-selective,Cathedral Schools Trust,317,7,11,Not applicable,South West,South West,Bristol North West,1,3,02/07/2024,25/07/2024,51.485308,-2.605541,E00073846,Bristol 011A,Bristol 011,Westbury-on-Trym and Henleaze,"Bristol, City of","Bristol, City of, unparished area"
137523,Wellsway School,Secondary,Academy Converter,Bath and North East Somerset,BS31 1PH,Non-selective,FUTURA LEARNING PARTNERSHIP,1326,11,18,Has a sixth form,South West,South West,North East Somerset and Hanham,1,2,11/06/2019,03/07/2019,51.409528,-2.487457,E00072720,Bath and North East Somerset 003B,Bath and North East Somerset 003,Keynsham East,Bath and North East Somerset,Keynsham
137548,Writhlington School,Secondary,Academy Converter,Bath and North East Somerset,BA3 3NQ,Non-selective,Midsomer Norton Schools Partnership,925,11,18,Has a sixth form,South West,South West,Frome and East Somerset,2,2,27/09/2023,09/11/2023,51.287369,-2.430883,E00072982,Bath and North East Somerset 024C,Bath and North East Somerset 024,Radstock,Bath and North East Somerset,Radstock
137627,St Bede's Catholic College,Secondary,Academy Converter,Bristol,BS11 0SU,Non-selective,NULL,1315,11,18,Has a sixth form,South West,South West,Bristol North West,3,2,08/07/2014,08/09/2014,51.505076,-2.656577,E00073937,Bristol 003E,Bristol 003,Avonmouth and Lawrence Weston,"Bristol, City of","Bristol, City of, unparished area"
137700,Ilminster Avenue E-ACT Academy,Primary,Academy Sponsor Led,Bristol,BS4 1BX,Not applicable,E-ACT,277,4,11,Not applicable,South West,South West,Bristol East,5,Not judged,11/03/2025,11/05/2025,51.426491,-2.575735,E00073999,Bristol 044D,Bristol 044,Knowle,"Bristol, City of","Bristol, City of, unparished area"
137762,West Town Lane Academy,Primary,Academy Converter,Bristol,BS4 5DT,Not applicable,NULL,641,3,11,Not applicable,South West,South West,Bristol East,3,2,26/02/2019,18/03/2019,51.427078,-2.55657,E00073384,Bristol 043C,Bristol 043,Stockwood,"Bristol, City of","Bristol, City of, unparished area"
138204,Bedminster Down School,Secondary,Academy Converter,Bristol,BS13 7DQ,Non-selective,FUTURA LEARNING PARTNERSHIP,1029,11,16,Does not have a sixth form,South West,South West,Bristol South,5,Not judged,04/02/2025,12/03/2025,51.421401,-2.619912,E00073330,Bristol 046D,Bristol 046,Bishopsworth,"Bristol, City of","Bristol, City of, unparished area"
138278,Oasis Academy Connaught,Primary,Academy Sponsor Led,Bristol,BS4 1NH,Not applicable,OASIS COMMUNITY LEARNING,341,3,11,Not applicable,South West,South West,Bristol South,5,Not judged,26/11/2024,12/01/2025,51.427447,-2.587974,E00073642,Bristol 045D,Bristol 045,Filwood,"Bristol, City of","Bristol, City of, unparished area"
138317,Christ Church Church of England Primary School,Primary,Academy Converter,Bristol,BS8 3AW,Not applicable,NULL,311,4,11,Does not have a sixth form,South West,South West,Bristol Central,2,1,02/07/2024,18/09/2024,51.457235,-2.616165,E00073489,Bristol 026D,Bristol 026,Clifton,"Bristol, City of","Bristol, City of, unparished area"
